user_id,item_num
6933286,325
6962634,246
6979767,90
6992739,124
6999610,177
7019689,91
7029695,919
7030290,663
7053689,12
7057270,28
7069747,82
7071315,537
7113713,885
7138427,736
7150318,331
7166003,392
7176156,240
7191364,146
7192667,3402
7195531,181
7225206,1093
7231382,128
7232574,347
7269946,96
7283064,211
7284119,8
7296920,126
7312643,199
7316598,52
7320228,188
7324990,284
7335217,123
7338868,87
7342914,130
7348555,46
7378675,177
7390410,442
7410322,122
7419355,48
7423816,236
7427654,793
7432045,249
7444379,12
7494627,1439
7500925,400
7501383,108
7546392,1661
7572099,6
7615259,1695
7623829,365
7627409,220
7629413,366
7658518,78
7662848,3326
7668271,270
7672365,1546
7676252,135
7686058,518
7696156,238
7715572,175
7721554,298
7805089,81
7813945,497
7815258,245
7821057,437
7841126,222
7842388,382
7857305,110
7882176,1402
7944698,1494
7952296,19
7953262,813
7963964,795
7983077,160
8025727,319
8033491,604
8036273,3169
8040091,682
8057587,300
8066606,95
8081753,90
8105057,367
8143723,507
8179282,139
8181199,48
8182708,519
8212246,53
8221196,6
8224865,244
8225919,48
8246946,19
8275394,152
8277339,550
8280019,92
8287368,452
8295542,75
8322595,1193
8332721,121
8348354,361
8370928,116
8411478,76
8414510,65
8429025,801
8442041,696
8447815,518
8449934,1208
8473096,332
8517429,193
8538174,114
8557866,53
8562010,133
8574707,197
8581700,340
8583317,1620
8598345,2177
8603119,320
8642979,125
8650535,59
8664835,3
8673852,601
8680886,726
8688508,858
8716998,1209
8735862,118
8756709,30
8760120,54
8779015,499
8787788,251
8803847,384
8832019,162
8835073,275
8905056,94
8934646,625
8966891,177
8985428,156
8988329,393
8989578,162
9109626,5
9110861,22
9171866,11
9187053,508
9204217,78
9238104,223
9249489,3814
9268414,129
9272291,107
9274345,844
9294629,136
9343178,783
9359171,207
9383251,194
9407139,205
9421112,207
9424202,398
9431880,89
9437355,327
9456851,1067
9506719,654
9519889,231
9525174,754
9549237,119
9550867,606
9591617,148
9596497,607
9603628,2925
9608283,399
9627153,25
9636845,158
9655581,392
9670219,498
9683018,396
9687095,794
9691438,416
9693334,430
9709807,707
9711778,549
9748855,904
9791500,135
9804081,199
9808760,233
9869116,112
9892292,56
9909811,354
9916865,91
9922403,301
9934547,169
9937452,166
9957137,921
9957695,135
10029139,249
10031528,234
10038587,1031
10047481,260
10053537,360
10055304,383
10055317,67
10070648,1151
10081466,202
10104987,59
10139887,52
10146198,224
10147559,262
10151584,434
10207907,509
10210709,1134
10237539,184
10249768,111
10272513,335
10281461,199
10286090,218
10349957,324
10350270,790
10404201,378
10410418,172
10415858,354
10461291,662
10471066,96
10520020,93
10520785,332
10529985,614
10534100,238
10549716,355
10553800,2410
10565950,51
10579674,74
10599339,695
10624647,493
10697611,956
10710762,470
10735808,1265
10741729,59
10746592,470
10751658,527
10756625,509
10763222,353
10784467,272
10801251,256
10805944,129
10831964,37
10837425,162
10871782,1145
10886351,177
10890725,242
10904782,381
10909905,830
10914712,94
10936405,91
10977473,1382
10989401,199
10997935,185
11005406,1089
11017815,61
11051465,203
11067605,1113
11073793,384
11093902,228
11099815,370
11114501,144
11118619,79
11121474,1724
11175279,423
11186866,793
11189105,226
11197176,824
11219229,112
11227460,204
11277922,110
11313128,1515
11315157,42
11328515,90
11330956,220
11334621,813
11359518,231
11371458,535
11375579,208
11417461,1363
11431605,56
11443235,389
11444718,76
11460877,607
11474520,429
11484207,361
11485096,622
11499417,1957
11521732,1759
11535404,347
11556908,682
11571473,484
11574951,142
11583731,513
11584887,235
11585295,833
11594957,187
11606354,10
11638069,102
11664310,134
11675940,856
11685194,698
11691461,79
11705513,2
11706685,154
11762464,198
11801279,380
11827062,462
11837009,247
11864903,245
11869567,268
11887566,93
11892255,95
11892898,959
11892994,115
11925916,678
11926956,546
11940579,435
11960847,35
11970205,209
11996708,242
12000507,469
12013545,701
12027609,1946
12038457,36
12048172,1053
12057600,103
12060279,51
12060780,161
12075542,7
12092954,732
12102782,1884
12149154,773
12161548,566
12176244,354
12210827,741
12213143,459
12228804,367
12236312,57
12269523,1593
12280231,967
12284845,207
12298401,15
12323356,8
12326391,66
12329292,665
12352926,65
12356678,63
12373803,104
12386577,18
12399556,104
12404943,493
12504005,478
12510618,234
12513470,2008
12521330,282
12543741,69
12556435,18
12572107,412
12585110,434
12590563,948
12592427,823
12608436,1376
12631447,624
12632816,715
12633543,77
12704377,56
12720611,118
12722132,309
12725240,687
12732146,1638
12737165,380
12737199,110
12766784,451
12779464,1193
12781227,285
12828241,185
12846167,879
12853815,8
12897900,1952
12905449,687
12908103,434
12915945,307
12925875,68
12968141,48
12969765,199
12982646,209
12999698,12
13019864,1164
13045535,243
13064155,105
13073870,233
13108636,122
13117645,89
13125864,245
13141322,1420
13149712,289
13189660,24
13189725,840
13201221,1234
13219621,787
13235979,936
13242015,24
13301355,654
13313802,214
13320455,101
13320723,27
13336176,145
13356118,181
13364537,15
13381123,514
13384170,177
13398279,1410
13401444,214
13446415,185
13447720,339
13462603,197
13476086,958
13494122,274
13498393,77
13506203,783
13528539,112
13531134,49
13532967,444
13546800,225
13604389,55
13608785,41
13618452,274
13644600,85
13715846,317
13741474,447
13758285,174
13776351,209
13789551,793
13801955,165
13833712,252
13836728,304
13853005,582
13859635,120
13906709,2101
13907248,78
13914275,7
13925946,507
13940642,201
13955864,4
13962799,10
14010763,213
14011730,120
14022295,127
14035158,528
14043203,55
14045890,249
14049007,736
14050819,108
14054426,5
14058841,1972
14100462,140
14125235,257
14141952,610
14167442,232
14177486,769
14198898,274
14210817,312
14214900,239
14217475,975
14217685,86
14252487,423
14252792,196
14296219,60
14301629,300
14306251,188
14314497,86
14335938,496
14383074,58
14417361,732
14419615,1519
14437018,86
14469758,376
14504881,2110
14543753,1951
14555625,926
14584160,184
14617224,177
14620794,185
14637140,934
14639329,26
14650820,143
14655396,72
14656128,697
14656393,34
14698625,1297
14703703,277
14739519,184
14748908,144
14753773,259
14753857,577
14792361,372
14794503,1157
14805793,30
14810140,342
14818889,347
14843329,229
14862895,111
14870142,88
14908463,666
14971169,1074
14971243,6
14972188,479
14974061,295
14988418,559
15000678,904
15012976,319
15014417,129
15019848,811
15021819,203
15024343,536
15026713,153
15040272,584
15047604,165
15051300,90
15057025,233
15089987,413
15124235,2961
15136492,55
15147889,146
15151940,7
15163123,149
15175028,162
15188892,54
15190236,61
15232121,129
15233671,129
15233684,338
15254391,96
15283261,2858
15303490,96
15315594,72
15327104,126
15342990,29
15343106,1529
15350277,578
15361503,29
15376420,202
15407004,310
15408775,2107
15434369,429
15439922,691
15448621,155
15449403,22
15455947,299
15456571,1149
15465595,35
15481377,118
15483548,922
15512466,1909
15522262,871
15525919,199
15526307,1640
15538158,1478
15554387,84
15559083,345
15575974,97
15583256,80
15583400,80
15588377,95
15592007,1648
15612710,59
15625221,16
15657391,1018
15671790,539
15680024,81
15685363,937
15698093,436
15709274,24
15722983,355
15731637,329
15743265,705
15750166,72
15780957,428
15795621,903
15817558,1177
15820382,620
15821508,553
15822392,297
15826275,669
15840869,416
15846728,3
15865242,524
15878366,263
15894042,232
15894830,217
15910492,71
15913934,879
15926090,382
15940634,225
15969446,259
15980685,544
15992933,485
16009813,347
16014532,655
16017652,29
16020417,184
16022065,2009
16024082,89
16037264,615
16062746,249
16073404,120
16079812,78
16085234,142
16087833,159
16115270,36
16120032,293
16143276,735
16147980,12
16164748,266
16174142,556
16192821,339
16207363,352
16218550,740
16248658,60
16260669,114
16262848,206
16268664,428
16280029,66
16288988,176
16302742,191
16304741,94
16311563,241
16323186,108
16351631,478
16389213,55
16403991,18
16405015,63
16426792,405
16439195,1909
16439481,2
16458073,436
16470860,237
16471696,258
16518268,89
16534464,89
16538151,8
16549250,982
16549573,659
16557692,1351
16618693,300
16637032,149
16638700,154
16642876,2228
16674524,93
16684418,107
16687044,215
16691538,43
16716001,117
16721464,528
16725431,225
16779951,451
16804446,421
16813920,115
16846837,28
16847478,223
16864147,481
16873602,230
16876055,457
16891565,1891
16896741,129
16898091,486
16915261,215
16970455,258
16973467,94
16983698,225
17007439,2715
17007443,586
17020859,36
17026631,565
17042777,1578
17044329,147
17045113,163
17062584,464
17092645,160
17139694,68
17165737,80
17168073,990
17254185,1272
17258875,109
17304888,1425
17343568,16
17344440,2
17362694,146
17366329,996
17380762,1163
17391861,138
17421307,639
17463235,756
17471472,2449
17485864,250
17505784,378
17509239,19
17510838,546
17516380,2990
17526434,1311
17590145,332
17602816,731
17665940,781
17668683,249
17686864,431
17688736,580
17707753,27
17715311,270
17718430,583
17729908,725
17734154,257
17735458,216
17762209,36
17782168,120
17785839,2897
17795033,532
17807010,223
17822595,84
17873944,654
17879382,296
17887687,20
17896561,839
17902089,107
17904632,938
17911143,23
17923195,820
17925671,356
17946911,12
17967304,278
17985900,1886
17987872,171
17994052,627
18019425,425
18021595,260
18023450,97
18055477,102
18060671,1541
18073700,21
18089906,320
18094645,512
18102472,470
18102896,581
18110679,434
18117036,1147
18138622,363
18150397,561
18162415,144
18170803,218
18187983,1326
18204749,583
18216389,602
18231677,869
18240383,225
18261127,180
18262579,1029
18268953,15
18277781,501
18282993,65
18292649,272
18303437,138
18344409,81
18362052,134
18424689,20
18425591,195
18426048,30
18434743,1
18444881,644
18473301,1089
18524634,324
18538455,488
18552045,544
18576565,1077
18579215,84
18581125,122
18601265,64
18634145,185
18635611,268
18658765,311
18660143,76
18679968,315
18685883,740
18686636,95
18707903,685
18716126,518
18717485,147
18728844,59
18729544,237
18731849,149
18732509,131
18732980,136
18737614,45
18758446,1320
18760411,3375
18763809,1630
18767493,79
18788653,1254
18798980,759
18802476,819
18803933,121
18834651,270
18868044,1237
18899132,210
18909506,460
18956456,20
18978709,642
18985911,910
18989773,124
18989909,221
19014982,184
19025727,45
19041839,110
19044059,81
19045075,113
19096039,3
19132021,174
19138477,705
19163256,778
19164979,534
19166363,835
19187898,310
19188351,314
19218807,550
19232948,26
19236259,1762
19260041,226
19282319,387
19316792,159
19318050,88
19325144,70
19336893,384
19343819,791
19347313,832
19359993,154
19360740,31
19362072,684
19381333,497
19409059,101
19409763,941
19453127,74
19466917,355
19470448,231
19490224,255
19498569,537
19501801,533
19517809,888
19526617,769
19550738,692
19556722,5
19560101,510
19566612,248
19571711,94
19579699,681
19598141,248
19599199,97
19609265,169
19611304,1142
19621712,947
19637792,202
19646548,38
19647442,985
19658853,708
19662928,364
19730939,381
19747904,806
19751884,150
19785023,4060
19791127,61
19839658,1334
19844561,504
19852570,282
19860842,494
19869572,102
19872414,569
19877012,824
19879468,51
19885406,914
19897066,452
19902454,10
19904874,4581
19927656,51
19936645,1217
19939755,425
19940912,225
19961647,591
19998815,276
20010936,51
20012745,570
20022840,417
20048853,1575
20056695,706
20113267,31
20122083,387
20124715,231
20132045,746
20143607,565
20145080,278
20171790,21
20174386,66
20210717,113
20212617,20
20238343,450
20262488,1189
20263375,488
20280300,1207
20293815,220
20311193,45
20311539,280
20313328,398
20313518,247
20319214,335
20322481,510
20339749,204
20352134,259
20355886,659
20357254,305
20361916,16
20362185,114
20362789,498
20380506,24
20426327,1499
20428615,403
20446750,24
20458537,535
20500525,454
20518054,22
20519542,485
20529919,342
20544860,1480
20545709,177
20547969,213
20574240,5
20585998,182
20597490,177
20620133,241
20646051,51
20651779,250
20668279,404
20697861,584
20711730,133
20729327,219
20744134,490
20759992,712
20762185,332
20803556,285
20808624,125
20815921,1486
20847463,267
20853047,60
20896769,899
20915701,533
20944176,22
20945146,104
20947444,475
20964170,444
20965804,213
21008348,486
21045880,107
21072045,304
21083402,836
21087223,41
21090879,194
21112970,76
21119761,524
21134416,185
21148143,348
21158482,332
21172938,787
21184032,3126
21209933,1707
21215990,96
21220756,680
21243012,62
21243187,54
21249023,422
21251819,309
21270981,368
21279140,241
21290911,667
21305088,297
21322266,1385
21340098,367
21367508,491
21375338,421
21381186,359
21396810,38
21406678,31
21449998,1698
21452046,163
21468446,54
21476532,174
21520822,240
21521506,74
21540844,202
21552019,157
21560157,224
21569116,217
21571979,6
21573720,525
21576685,161
21577311,38
21597711,405
21627206,172
21668253,254
21690466,236
21691697,389
21702034,104
21724189,387
21746596,65
21762801,142
21782028,1138
21793284,240
21800934,127
21822413,50
21838112,2130
21841539,189
21852171,14
21855075,235
21855897,73
21860147,1270
21875777,340
21933931,375
21940280,102
21951546,691
21961935,45
21968456,2229
21968836,253
21991923,457
22003687,16
22016654,251
22031879,492
22040925,916
22043513,643
22052162,127
22063587,106
22066282,956
22083933,540
22087291,171
22088523,732
22090676,996
22102666,63
22103507,97
22106339,183
22132823,122
22148782,346
22151716,426
22157865,484
22174547,1097
22186124,251
22198460,53
22209187,160
22232670,34
22235504,214
22236550,533
22272451,145
22326825,1218
22330924,233
22332656,458
22370536,1142
22393062,2659
22402560,3273
22416140,3
22425706,556
22487878,204
22495199,340
22496560,1512
22554509,150
22564263,358
22601914,1012
22626502,408
22643943,513
22666062,178
22696053,91
22704445,253
22704978,841
22717128,1203
22728776,86
22788122,208
22795984,14
22804811,511
22807254,357
22811153,48
22814378,755
22833522,1026
22846324,3182
22847535,937
22850551,463
22873496,435
22886227,918
22894873,750
22907239,106
22921488,1590
22993027,177
22994645,93
23003616,87
23026017,178
23038853,2214
23048633,212
23090493,127
23115142,3383
23130068,1675
23150983,651
23185272,124
23200555,131
23203920,465
23210309,1145
23237106,923
23238578,119
23242349,821
23251020,1634
23261029,99
23296247,91
23329867,2410
23353569,300
23362810,360
23419732,358
23441311,411
23450918,24
23464346,116
23501761,564
23505514,167
23506775,1143
23506974,653
23532166,104
23549038,179
23569993,570
23623188,1192
23642835,310
23691903,235
23696138,364
23721294,5665
23731773,515
23749054,1769
23754681,310
23762426,40
23768447,969
23769172,586
23780418,87
23793179,1684
23806494,312
23818334,1645
23839921,16
23853499,71
23857412,84
23865567,186
23876846,56
23885551,324
23886472,728
23900257,108
23908364,95
23960234,76
23964644,122
23971826,281
23976557,220
23987517,306
23989740,5
24001678,1894
24001750,166
24018391,358
24021458,38
24024083,98
24030012,161
24045086,1305
24051953,66
24056502,236
24063501,1057
24066696,421
24066982,108
24068503,261
24205103,855
24215784,84
24236828,1411
24240883,10
24247123,351
24254500,112
24275946,248
24298420,120
24298954,1542
24301744,1353
24306097,91
24321854,55
24336749,555
24370042,389
24378496,388
24384859,375
24386269,20
24414641,234
24415789,281
24417994,136
24438539,942
24447145,715
24447355,243
24474861,859
24522831,62
24524187,77
24524384,385
24540367,76
24551841,89
24565144,280
24570690,355
24599021,83
24626691,305
24642409,104
24642742,212
24644686,362
24654261,554
24696726,128
24700520,619
24704613,26
24706638,45
24709512,85
24709928,156
24719708,1032
24721706,757
24729502,218
24731176,218
24744728,558
24754040,297
24769609,170
24772941,108
24773114,512
24805517,51
24822910,133
24839021,1094
24839442,303
24846810,60
24853300,104
24861651,503
24875933,240
24876740,410
24902532,121
24908868,703
24912666,616
24984550,562
24985298,181
24985335,29
24993608,45
24998109,230
25017330,143
25028602,550
25039683,314
25040442,121
25043488,1176
25072444,529
25077470,73
25103848,1519
25119212,497
25129945,319
25167480,3010
25205000,81
25215291,105
25220315,456
25231207,448
25250160,674
25261910,627
25266604,208
25275476,44
25276489,150
25288569,67
25318332,200
25329794,158
25331864,481
25341430,464
25370698,46
25380273,797
25386840,455
25389839,2658
25389890,282
25400369,650
25438961,143
25454151,109
25483317,33
25486425,160
25491119,398
25498370,165
25505801,141
25508210,118
25517868,455
25546549,627
25549982,128
25562589,184
25574723,73
25578752,297
25608708,242
25611009,174
25618584,179
25624293,185
25629222,112
25711904,54
25721434,56
25762105,149
25774265,183
25793236,138
25800428,2504
25815801,51
25820087,1382
25833600,450
25837904,861
25849481,78
25853101,38
25856373,58
25866313,339
25867068,479
25891315,324
25900591,138
25952883,513
25959307,15
25965058,2562
25992841,461
26002289,161
26004377,224
26016998,703
26023454,218
26024212,53
26027368,199
26047046,754
26081128,261
26094654,1250
26113145,378
26126094,709
26131485,31
26140525,13
26159840,37
26163704,21
26195311,420
26202962,1268
26239248,138
26239858,309
26240479,286
26244154,238
26252888,271
26259623,152
26309649,1436
26318350,762
26330430,132
26340411,2231
26347276,129
26347728,55
26349077,430
26362848,32
26365477,274
26381102,1112
26397546,256
26413884,522
26420903,199
26423535,196
26488092,79
26490937,129
26494898,84
26504487,1265
26522179,90
26538037,197
26582574,348
26588361,918
26591222,383
26594698,267
26615437,109
26622139,233
26638964,1305
26640891,1945
26649410,1084
26664688,1534
26678305,530
26694724,255
26711371,739
26731285,941
26767200,438
26770280,1283
26803027,45
26804514,229
26806144,208
26810455,622
26814910,259
26824477,222
26841601,679
26842732,99
26873143,515
26916375,1767
26917354,39
26936473,279
26953831,600
26956126,549
26958678,119
26962287,227
27022131,26
27058343,10
27074827,76
27092408,124
27094663,74
27118864,185
27161786,856
27164286,1275
27169933,581
27200201,398
27246513,1249
27284265,678
27296776,416
27300633,29
27313574,663
27338801,1097
27383944,54
27411600,433
27426697,212
27463404,19
27468970,262
27472088,8
27479069,100
27495269,23
27512670,91
27515203,1098
27527098,1008
27536286,210
27544399,83
27554753,151
27557493,361
27566371,143
27572899,318
27577886,664
27587447,548
27593342,650
27649225,222
27672886,97
27673005,713
27686709,72
27698306,896
27707442,124
27726777,379
27730102,287
27746727,575
27751835,290
27756102,457
27776872,14
27793062,49
27794139,176
27801492,49
27847318,326
27854671,390
27882034,69
27895070,171
27899230,276
27902356,264
27911661,30
27985047,518
27998421,282
28026495,140
28087182,55
28102496,1702
28110322,338
28141400,166
28142759,250
28155623,244
28181934,357
28189555,574
28190790,27
28200616,288
28242823,811
28262501,189
28295597,265
28370737,12
28373853,169
28375714,158
28387683,155
28397948,147
28398589,1413
28400988,32
28401599,405
28417289,248
28464138,321
28485598,260
28488748,216
28490094,2081
28496770,190
28518682,2791
28534351,1820
28534469,375
28536245,1193
28542500,138
28549120,593
28572200,423
28591008,428
28610813,337
28611120,170
28627896,489
28634161,10
28637703,648
28638751,340
28639441,309
28653821,3348
28656034,956
28687396,4148
28724615,125
28727952,744
28768240,98
28769511,530
28777693,119
28796545,196
28810746,316
28821133,906
28831493,22
28836058,235
28848069,379
28855175,193
28880921,1992
28897742,435
28926235,399
28951963,167
28973383,57
28982451,50
28989201,85
29036383,323
29054420,224
29054893,245
29064427,1607
29066645,297
29071427,300
29092348,455
29103148,30
29113883,131
29144404,222
29146290,374
29154992,50
29169058,321
29176711,349
29197275,55
29203427,81
29220470,13
29220545,52
29221416,2433
29221987,886
29233217,908
29234861,639
29278777,871
29281188,129
29288518,321
29300731,82
29315421,1071
29320282,550
29321096,143
29333174,216
29354412,20
29359060,104
29367711,1214
29368223,93
29368869,165
29369641,177
29371930,35
29374939,322
29400029,39
29431939,44
29433147,93
29438088,100
29441465,6
29453063,554
29467201,103
29472913,983
29515777,416
29518619,682
29523781,981
29540870,329
29552918,180
29569027,71
29579872,469
29596720,434
29606760,244
29608942,421
29613524,28
29672649,268
29705032,278
29724390,587
29733525,716
29747890,477
29762430,1253
29773049,479
29796754,805
29809341,1306
29812907,228
29827518,1229
29847444,910
29864087,236
29888608,252
29889579,402
29890710,319
29896663,77
29898034,315
29924604,164
29927052,350
29933088,170
29938725,1665
29940809,36
29943812,1625
29986342,102
29986996,685
29990078,327
30007701,112
30046214,655
30052966,203
30089790,370
30162185,448
30167097,178
30172262,81
30187992,862
30220561,170
30252582,214
30258306,564
30267366,389
30270200,1135
30284767,683
30292145,733
30343324,172
30351895,766
30364697,670
30402171,232
30407680,75
30414317,875
30425708,171
30442456,51
30511828,174
30516846,1723
30543627,103
30559509,1633
30562839,1056
30606728,372
30607791,2209
30617126,806
30625414,543
30628618,288
30641533,856
30671231,1377
30694320,2
30699451,320
30706543,5682
30710153,59
30710648,319
30711799,388
30719224,27
30775575,1005
30796972,351
30819827,263
30831194,228
30858221,752
30867018,558
30872855,1462
30904698,520
30914924,205
30924964,98
30928127,849
30933358,74
30933765,650
30947796,461
30956480,664
30963780,122
31005284,619
31006519,1404
31019226,328
31024861,1632
31051182,493
31057759,60
31086248,669
31092998,301
31149633,58
31150503,1974
31166915,285
31183067,506
31191408,162
31192527,81
31217507,494
31222716,2000
31224260,239
31224289,559
31232686,241
31268996,53
31307312,1718
31325823,71
31338178,467
31340517,1194
31354597,17
31368231,6
31370999,70
31379822,137
31448191,601
31462872,141
31466815,1154
31467985,2020
31493754,1247
31506265,556
31519566,719
31550460,1877
31558554,201
31562437,610
31569374,250
31573310,1328
31576281,208
31576782,249
31597340,701
31603930,766
31608952,283
31618532,17
31619854,38
31637860,661
31643251,130
31648252,61
31659386,345
31662494,936
31665195,176
31682609,40
31701455,318
31718228,1527
31720916,127
31736649,110
31741926,903
31761710,463
31765583,149
31786460,750
31810270,246
31840935,1244
31841087,552
31861871,401
31866394,321
31868314,37
31880643,109
31893504,365
31899440,975
31900340,470
31929244,376
31935259,197
31936983,822
31964089,731
31969919,286
31986422,221
31989735,284
31997092,135
32011454,2193
32018617,47
32031912,662
32040238,33
32056631,595
32062712,693
32079800,859
32109732,189
32118815,155
32123143,7972
32131028,1052
32140111,236
32153992,24
32156553,959
32183973,144
32192900,37
32209290,400
32219902,1617
32222477,79
32226713,377
32240053,63
32261891,633
32298483,2713
32312048,19
32339032,144
32345386,536
32350300,108
32356212,1351
32364209,224
32369117,14
32400706,502
32455786,720
32480633,155
32497825,16
32513466,128
32531784,193
32550287,779
32573394,244
32586169,452
32587672,69
32596103,75
32611279,262
32614467,582
32643684,187
32649465,751
32654397,479
32668470,113
32678052,252
32694337,246
32694779,242
32696162,3854
32773474,1189
32815119,104
32839619,739
32848850,66
32861478,490
32873164,143
32902861,187
32917479,201
32958231,58
32962916,103
32964824,412
32971905,277
32974440,72
32977820,1267
32988961,513
33073605,358
33078703,1699
33082771,85
33086149,488
33141354,236
33196407,661
33201033,314
33210604,786
33212575,84
33244168,409
33263216,689
33267758,196
33277457,2787
33288470,192
33290628,217
33292913,235
33318592,197
33350772,29
33376456,322
33376634,476
33381668,80
33384156,932
33384407,1910
