1 0:4.41455329406 1:0.367879441171 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00604351329573 6:0.00604351329573
1 0:1.50964417322 1:0.0 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.00604351329573 6:0.00362610797744
1 0:1.4715196001 1:0.0 2:0.367879747074 3:0.367879441171 4:0.23105857863 5:0.0229357798165 6:0.0119266055046
1 0:2.88395306321 1:0.503214724408 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0193527918782 6:0.00475888324873
1 0:1.81845784994 1:1.67017007902e-05 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.00604351329573 6:0.00604351329573
1 0:2.94303552937 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0059500198334 6:0.00317334391115
1 0:2.01285889763 1:0.0 2:0.135335283237 3:0.367879441171 4:0.23105857863 5:0.0164473684211 6:0.0164473684211
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0106861642295 6:0.000843644544432
1 0:3.31091497054 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0059500198334 6:0.00317334391115
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.0175438596491 6:0.0701754385965
1 0:3.31091497054 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00604351329573 6:0.0044319097502
1 0:3.71692082025 1:0.367879441171 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00604351329573 6:0.00604351329573
1 0:0.735763403002 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0188571428571 6:0.00171428571429
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.0059500198334 6:0.00198333994447
1 0:2.20888097448 1:0.0 2:0.000123409804087 3:0.368002850976 4:0.380797077978 5:0.0261682242991 6:0.0355140186916
1 0:1.96484099747 1:0.0 2:0.388673832237 3:0.370358193348 4:0.380797077978 5:0.0726832222895 6:0.0115081768625
1 0:1.41243529853 1:0.135335283237 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.00604351329573 6:0.0044319097502
1 0:1.83939720586 1:0.367879441171 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00604351329573 6:0.00322320709106
1 0:3.52250307086 1:0.503214724408 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0193527918782 6:0.00571065989848
1 0:3.31091497054 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0167910447761 6:0.0205223880597
1 0:2.20727664703 1:0.0 2:0.0 3:0.367879441171 4:0.482013790038 5:0.0108055009823 6:0.00687622789784
1 0:1.88918427423 1:0.0497870683679 2:0.367879441171 3:1.10363832351 4:0.452574126822 5:0.0185512367491 6:0.00971731448763
1 0:1.10363832351 1:0.0 2:0.367879441171 3:1.83939720586 4:0.493307149076 5:0.0185512367491 6:0.00795053003534
1 0:5.1503121764 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0200462606014 6:0.00616808018504
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0166051660517 6:0.00645756457565
1 0:4.41455329406 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0122324159021 6:0.00815494393476
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.0277161862528 6:0.00443458980044
1 0:1.77024017489 1:0.0 2:0.417666509539 3:0.367879441171 4:0.23105857863 5:0.0059500198334 6:0.00515668385561
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0119981541301 6:0.00276880479926
1 0:2.94504830514 1:0.000335462627903 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0185512367491 6:0.0114840989399
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.367879441171 4:0.380797077978 5:0.0158086745034 6:0.00243210376976
1 0:4.41455329406 1:0.0 2:0.367879441171 3:0.367879441171 4:0.452574126822 5:0.0158086745034 6:0.00567490879611
1 0:1.60685304792 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0131004366812 6:0.00374298190892
1 0:0.735758882343 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0166051660517 6:0.00369003690037
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.367879441171 4:0.380797077978 5:0.00632751202227 6:0.00177170336624
1 0:0.735758882343 1:0.367879441171 2:0.0 3:0.367879441171 4:0.452574126822 5:0.032 6:0.0032
1 0:2.20727664703 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0261682242991 6:0.014953271028
1 0:0.735758882343 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0166051660517 6:0.00369003690037
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0166051660517 6:0.00645756457565
1 0:4.04667385289 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00694332310673 6:0.0014532536735
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.497527376843 5:0.0506912442396 6:0.00921658986175
1 0:2.94303552937 1:0.0 2:0.367879441171 3:0.367879441171 4:0.499997739676 5:0.0116330114135 6:0.00219490781387
1 0:0.0 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0185512367491 6:0.000883392226148
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0185512367491 6:0.00265017667845
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0243902439024 6:0.0406504065041
1 0:1.15342539188 1:0.0497870683679 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0185512367491 6:0.00618374558304
1 0:0.735758882343 1:0.0 2:0.367879441171 3:0.735758882343 4:0.380797077978 5:0.0185512367491 6:0.00441696113074
1 0:2.08911171471 1:0.135335283237 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0174193548387 6:0.00774193548387
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0119981541301 6:0.00184586986617
1 0:4.78243273523 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0113845638708 6:0.00150678051231
1 0:0.0 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.045 6:0.005
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0167014613779 6:0.0104384133612
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.482013790038 5:0.0243902439024 6:0.0243902439024
1 0:0.0 1:0.0 2:0.0 3:0.367879441171 4:0.493307149076 5:0.045 6:0.005
1 0:0.0 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.045 6:0.005
1 0:2.20727664703 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0167014613779 6:0.0146137787056
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0155642023346 6:0.0311284046693
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0243902439024 6:0.0650406504065
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.367879441171 4:0.380797077978 5:0.0275482093664 6:0.00642791551882
1 0:4.08480026142 1:0.135335283237 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0135782747604 6:0.00878594249201
1 0:0.0 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.045 6:0.005
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0180472003702 6:0.000925497454882
1 0:0.0 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.045 6:0.005
1 0:1.83964402547 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00673724735322 6:0.00769971126083
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.735758882343 4:0.380797077978 5:0.0127840909091 6:0.00994318181818
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.211111111111 6:0.0333333333333
1 0:1.10363832351 1:0.0 2:1.10363832351 3:0.735758882343 4:0.452574126822 5:0.0106132075472 6:0.00943396226415
1 0:1.83939720586 1:0.367879441171 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0460122699387 6:0.021472392638
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00587248322148 6:0.00335570469799
1 0:2.41886474734 1:0.0 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.00474516695958 6:0.002460456942
1 0:2.20727664703 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0058941164088 6:0.000842016629828
1 0:1.8775236144 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0212765957447 6:0.0154738878143
1 0:1.37430888999 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00369685767098 6:0.0110905730129
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00740466493891 6:0.00148093298778
1 0:1.64497945646 1:0.0 2:0.135335283237 3:0.367879441171 4:0.23105857863 5:0.0196629213483 6:0.00842696629213
1 0:2.42123000938 1:0.0497870683679 2:0.503214724408 3:0.735758882343 4:0.380797077978 5:0.0222965440357 6:0.0105908584169
1 0:1.10363832351 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0062893081761 6:0.00314465408805
1 0:0.0 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0275761973875 6:0.00145137880987
1 0:1.71245716423 1:0.0 2:0.0 3:0.38619508006 4:0.380797077978 5:0.015625 6:0.00911458333333
1 0:0.503214724408 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.029702970297 6:0.029702970297
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.49966464987 5:0.0058941164088 6:0.000105252078729
1 0:2.11006777233 1:0.135335283237 2:0.367879441171 3:0.735758882343 4:0.380797077978 5:0.021325209444 6:0.00837776085301
1 0:4.78243273523 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0216647662486 6:0.0114025085519
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0058941164088 6:0.000105252078729
1 0:2.20727664703 1:0.0 2:0.367879441171 3:0.367879441171 4:0.497527376843 5:0.0062893081761 6:0.00377358490566
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0058941164088 6:0.000315756236186
1 0:2.20727664703 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0058941164088 6:0.000421008314914
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0101729399797 6:0.0030518819939
1 0:2.20727664703 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0062893081761 6:0.00251572327044
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.493307149076 5:0.007421875 6:0.001953125
1 0:2.61328249674 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.0058941164088 6:0.0007367645511
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.735758882343 4:0.452574126822 5:0.00787777512533 6:0.0016710432084
1 0:3.32808532146 1:0.0 2:0.135335283237 3:0.367879441171 4:0.23105857863 5:0.015625 6:0.01171875
1 0:2.94370645463 1:0.0 2:0.0 3:0.367879441171 4:0.493307149076 5:0.00862068965517 6:0.0201149425287
1 0:2.01285889763 1:0.0 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.0147859922179 6:0.00700389105058
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0058941164088 6:0.000315756236186
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0058941164088 6:0.000105252078729
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0058941164088 6:0.000421008314914
1 0:2.84582665467 1:0.0 2:0.135335283237 3:0.367879441171 4:0.23105857863 5:0.00740466493891 6:0.0020362828582
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.0058941164088 6:0.000105252078729
1 0:3.11649722115 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00976800976801 6:0.014652014652
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0062893081761 6:0.00377358490566
1 0:2.20727664703 1:0.0 2:0.367879441171 3:0.367879441171 4:0.499999958601 5:0.0062893081761 6:0.00503144654088
1 0:3.84363516171 1:0.0 2:0.404510718949 3:0.367879441171 4:0.23105857863 5:0.0196629213483 6:0.0215355805243
1 0:1.74218955477 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0156081808396 6:0.005382131324
1 0:2.20727664703 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.007421875 6:0.002734375
1 0:2.74861777998 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0173181593271 6:0.00544285007422
1 0:2.45400089436 1:0.0 2:0.0183156388887 3:0.754074521232 4:0.493307149076 5:0.00865384615385 6:0.0163461538462
1 0:2.94303552937 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0176211453744 6:0.00629326620516
1 0:3.67879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0139037433155 6:0.0128342245989
1 0:0.367879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0100235849057 6:0.000589622641509
1 0:0.135335283237 1:0.0 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.0100235849057 6:0.000786163522013
1 0:0.367879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0100235849057 6:0.000589622641509
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0120068610635 6:0.0102915951973
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.482013790038 5:0.0166666666667 6:0.00666666666667
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.0498281786942 6:0.0085910652921
1 0:2.20727664703 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0139037433155 6:0.00855614973262
1 0:1.85771284475 1:0.0 2:0.38619508006 3:0.367879441171 4:0.452574126822 5:0.0167597765363 6:0.00457084814627
1 0:1.97473248909 1:0.0 2:0.0 3:0.367879441171 4:0.493307149076 5:0.0658682634731 6:0.0119760479042
1 0:4.04667385289 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00646551724138 6:0.0140086206897
1 0:0.367879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0100235849057 6:0.000589622641509
1 0:1.10794083962 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0291005291005 6:0.0185185185185
1 0:2.94303552937 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0102848101266 6:0.00791139240506
1 0:1.23897360675 1:0.135335283237 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0260869565217 6:0.0260869565217
1 0:6.79529163286 1:0.0 2:0.367879441171 3:0.735758882343 4:0.380797077978 5:0.0213049267643 6:0.0266311584554
1 0:3.94946497819 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0213049267643 6:0.0186418109188
1 0:3.67879441171 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0166666666667 6:0.0122222222222
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.007421875 6:0.001953125
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.735758882343 4:0.380797077978 5:0.0100235849057 6:0.00157232704403
1 0:2.5751560882 1:0.367879441171 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00951847704367 6:0.005039193729
1 0:3.31091497054 1:0.367879441171 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0275229357798 6:0.0214067278287
1 0:2.24540305557 1:0.0 2:0.135335283237 3:0.367879441171 4:0.380797077978 5:0.0415841584158 6:0.019801980198
1 0:1.8775236144 1:0.0 2:0.0 3:0.367879441171 4:0.482013790038 5:0.0173181593271 6:0.00395843641762
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00607028753994 6:0.00223642172524
1 0:1.94647718217 1:0.00247875217667 2:0.137814035413 3:0.929050591531 4:0.499997739676 5:0.0317936412717 6:0.0203959208158
1 0:2.20727664703 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0505193578848 6:0.00377714825307
1 0:0.735758882343 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0193151887621 6:0.00263388937665
1 0:5.1503121764 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0638820638821 6:0.029484029484
1 0:2.20727664703 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.007421875 6:0.002734375
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0156081808396 6:0.0032292787944
1 0:5.18843858494 1:0.135335283237 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.00781738586617 6:0.00531582238899
1 0:3.67879441171 1:0.367879441171 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00291120815138 6:0.00249532127261
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00819672131148 6:0.0136612021858
1 0:4.04667385289 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0416068866571 6:0.0114777618364
1 0:0.367879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0100235849057 6:0.000589622641509
1 0:2.94303552937 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0275229357798 6:0.0152905198777
1 0:1.97473248909 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0173181593271 6:0.00346363186541
1 0:2.20727664703 1:0.0 2:0.0 3:0.367879441171 4:0.493307149076 5:0.00810126582278 6:0.00354430379747
1 0:3.67879441171 1:0.0 2:0.367879441171 3:0.735758882343 4:0.380797077978 5:0.026832460733 6:0.00719895287958
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00987091875475 6:0.00227790432802
1 0:1.10363832351 1:0.0 2:0.367879441171 3:0.735758882343 4:0.493307149076 5:0.0140679953107 6:0.00703399765533
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0228475898579 6:0.00222903315687
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0337941628264 6:0.0122887864823
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0106837606838 6:0.00854700854701
1 0:1.47151776469 1:0.367879441171 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00398406374502 6:0.00265604249668
1 0:0.367879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0118443316413 6:0.00253807106599
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00444554210916 6:0.00148184736972
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.735758882343 4:0.380797077978 5:0.0111223458038 6:0.00808897876643
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0150214592275 6:0.00268240343348
1 0:1.83939720586 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0118443316413 6:0.00592216582064
1 0:0.367879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00524691358025 6:0.000925925925926
1 0:0.947346982656 1:0.0 2:0.503214724408 3:1.10363832351 4:0.452574126822 5:0.0578512396694 6:0.00661157024793
1 0:0.735758882343 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0578512396694 6:0.00220385674931
1 0:0.367879441171 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0320699708455 6:0.00437317784257
1 0:4.2582619532 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.010582010582 6:0.0740740740741
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0271186440678 6:0.0271186440678
1 0:2.94303552937 1:0.367879441171 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00893276915844 6:0.00470145745181
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00665557404326 6:0.00221852468109
1 0:3.03331426832 1:0.0497870683679 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0160642570281 6:0.0261044176707
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00933333333333 6:0.008
1 0:1.10363832351 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.0118443316413 6:0.00423011844332
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0154888673766 6:0.00484027105518
1 0:1.87602909544 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0062749572162 6:0.00570450656018
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.493307149076 5:0.0384615384615 6:0.0384615384615
1 0:1.83939720586 1:0.367879441171 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00673052032099 6:0.00207092932954
1 0:5.55646507528 1:0.135341427449 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00724637681159 6:0.00595238095238
1 0:1.47151776469 1:0.0 2:0.367879441171 3:1.10363832351 4:0.452574126822 5:0.00524691358025 6:0.00246913580247
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0954545454545 6:0.00909090909091
1 0:1.10859582787 1:0.367879441171 2:0.0 3:0.367879441171 4:0.23105857863 5:0.010298661174 6:0.00720906282183
1 0:2.61328249674 1:0.0 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.0106951871658 6:0.00207003622563
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.00731158605174 6:0.00337457817773
1 0:2.16737995103 1:0.0 2:0.0 3:0.38619508006 4:0.499088948806 5:0.0289351851852 6:0.0173611111111
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.00279651258431 6:0.00098700444152
1 0:2.5751560882 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0211764705882 6:0.00941176470588
1 0:0.676693117884 1:0.0 2:0.0 3:0.367879441171 4:0.499876605424 5:0.00279651258431 6:0.00115150518177
1 0:1.47151776469 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0114078299196 6:0.00129634430905
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.013698630137 6:0.013698630137
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.452574126822 5:0.0909090909091 6:0.0519480519481
1 0:1.10363832351 1:0.0 2:0.0 3:0.367879441171 4:0.482013790038 5:0.00920069005175 6:0.00230017251294
1 0:3.48437666232 1:0.135335283237 2:0.503214724408 3:0.367879441171 4:0.452574126822 5:0.00641848523748 6:0.0205391527599
1 0:1.60685304792 1:0.0 2:0.503214724408 3:1.10363832351 4:0.452574126822 5:0.0133749442711 6:0.00445831475702
1 0:1.10363832351 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00673052032099 6:0.00129433083096
1 0:1.47151776469 1:0.0 2:0.367879441171 3:0.367879441171 4:0.23105857863 5:0.00673052032099 6:0.00155319699715
1 0:1.83939720586 1:0.0 2:0.0 3:0.367879441171 4:0.380797077978 5:0.0195674562307 6:0.00617919670443
1 0:2.28352946411 1:0.135335283237 2:0.135335283237 3:0.367879441171 4:0.23105857863 5:0.0040192926045 6:0.00522508038585
1 0:2.20727664703 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.001210144165 6:0.00036830474587
1 0:2.61328249674 1:0.0 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.0160390516039 6:0.00836820083682
1 0:2.5751560882 1:0.0 2:0.735758882343 3:0.367879441171 4:0.23105857863 5:0.0106876386368 6:0.000604960677556
1 0:3.15462362968 1:0.0 2:0.503214724408 3:0.367879441171 4:0.23105857863 5:0.0187185025198 6:0.0115190784737
1 0:0.0 1:0.0 2:0.0 3:0.367879441171 4:0.23105857863 5:0.0538922155689 6:0.0059880239521
