user_id,item_id,tag
99463552,255814763,1
139621149,306760599,1
116830510,338094444,1
89333606,191889584,1
75808886,242545024,1
74760356,50269254,1
117902534,153811222,1
1778994,392326194,1
21838112,366167683,1
122706044,363812104,1
53581733,66562553,1
133427880,245368175,1
46599714,278531245,1
39819685,329026076,1
39819685,145378473,1
136701385,12451871,1
55585675,333494517,1
114890353,46958253,1
104512968,326133087,1
34593792,149616780,1
62144462,247007513,1
71193336,124241182,1
102482295,192192953,1
76214743,366911878,1
31379822,2217535,1
78018680,288483962,1
47587432,123870478,1
32873164,161226936,1
114656315,155771172,1
29203427,66044171,1
85894090,287045289,1
15583256,135407993,1
69897311,43513685,1
64557721,262750866,1
76408520,342331267,1
39819685,114335720,1
39819685,64320512,1
76113934,270242295,1
71193336,265270712,1
49272579,312164199,1
109639192,136574870,1
109359671,145989490,1
22846324,112490347,1
33734284,185995652,1
33734284,122810525,1
22804811,3568305,1
97014003,360869379,1
85374735,60714032,1
101881032,381265287,1
847362,219773614,1
5065225,394747048,1
7821057,326108663,1
25103848,117542851,1
25103848,59522398,1
105854400,269645080,1
133591154,150845178,1
109639192,43701735,1
47587432,402031023,1
91664009,84430097,1
119370179,49003076,1
119370179,338295548,1
64079770,96517626,1
37916008,125395068,1
22846324,118963160,1
22846324,341599014,1
47587432,95351238,1
25800428,372662527,1
86927679,58709317,1
79976499,153481391,1
39705101,197607260,1
37970659,85451613,1
72742548,6684636,1
117859770,88196283,1
62533830,21935706,1
119370179,303947022,1
112344371,245229122,1
65507981,44854402,1
64296382,52202615,1
123488278,66774654,1
47587432,132739096,1
14035158,175183728,1
18552045,181352874,1
122440572,247839685,1
62533830,104929247,1
29812907,85974467,1
18685883,208925854,1
9383251,380699001,1
18686636,49718239,1
51840068,172492850,1
93320822,366164766,1
119370179,360635971,1
128616587,285219492,1
16262848,201429173,1
62533830,357753349,1
105195383,157526274,1
105439382,239778556,1
92129428,148601718,1
104810721,306084743,1
104810721,255427743,1
97861587,82836355,1
56307821,260990950,1
47587432,28319501,1
88620925,277533152,1
33734284,373387418,1
55585675,120374690,1
18552045,318170167,1
75808886,159700217,1
130902250,333995278,1
25800428,99842135,1
113407078,261541284,1
30414317,129041460,1
141160458,289129678,1
65541703,207106361,1
77505473,16737752,1
4510741,401598715,1
22833522,50127078,1
18685883,285612166,1
132925736,382565488,1
90806967,40612457,1
110594657,144503434,1
47587432,43665569,1
47587432,116602365,1
117788466,209892362,1
113657908,340221254,1
140381135,282185787,1
135090452,163665226,1
5065225,397089052,1
25800428,390786525,1
40576723,176385105,1
6193425,57021342,1
33734284,31649574,1
61061469,116370633,1
76408520,266463207,1
64557721,107421817,1
109639192,301498353,1
104810721,103206537,1
22804811,216888637,1
55585675,368515486,1
49272579,226029908,1
111603172,360130830,1
55585675,363407475,1
55585675,188160640,1
7176156,398584254,1
93118741,116357340,1
25800428,317722790,1
8429025,393059038,1
123031780,185134435,1
34593792,175560532,1
34593792,238119480,1
139215401,125253970,1
76214743,329642479,1
76214743,333476326,1
135485580,14999513,1
30872855,37262873,1
128871612,117155915,1
78018680,84406841,1
85762170,29034996,1
1440595,177764243,1
44055370,367088397,1
120898353,109760969,1
47769173,206431087,1
91664009,401081551,1
62533830,2032611,1
135090452,109186249,1
39705101,175549614,1
63669820,270542859,1
110594657,53900510,1
92882903,332863303,1
90116353,7549408,1
34128627,228631203,1
97391321,171772882,1
89389805,386086838,1
55585675,129424627,1
9934547,30675144,1
140921157,221495537,1
85018675,278006090,1
89587988,217391968,1
110594657,330230404,1
47587432,236653023,1
76408520,227442674,1
18685883,569995,1
37970659,105988941,1
72249339,321436534,1
65212247,118743872,1
25800428,254314648,1
25800428,155831627,1
5964232,22588474,1
104361779,200266966,1
93029303,35476260,1
109359671,391858560,1
99498597,116782189,1
61414783,180792791,1
58039277,51789521,1
39705101,343744835,1
53675738,195233141,1
128378444,403980947,1
16143276,229694662,1
83654474,134802803,1
121047127,286177163,1
55963214,136245310,1
79046175,233862203,1
80376775,276661983,1
131396587,246233390,1
22833522,138638751,1
72249339,171014535,1
72249339,50926727,1
72249339,18259779,1
66421472,279755845,1
29064427,285435481,1
29064427,76936530,1
29064427,373694029,1
29064427,260959814,1
104531516,380651150,1
89587988,244744584,1
19095,139230992,1
124169015,197669885,1
129957620,358667409,1
29812907,36538043,1
50373510,378924325,1
26962287,323470825,1
107510453,142664506,1
6882134,139910128,1
91664009,79141698,1
90505829,16216411,1
90505829,255323178,1
16143276,56821937,1
26131485,302634742,1
13108636,285818681,1
112156434,112943829,1
53675738,303539378,1
72249339,54504846,1
29064427,308412099,1
29064427,120395036,1
66421472,379802706,1
66421472,89466692,1
110488779,343591594,1
28518682,321090773,1
110277324,241689082,1
47795449,213354160,1
84760261,401410453,1
67938240,318401097,1
110488779,300372595,1
76874961,249773065,1
68593644,386020226,1
29064427,32682708,1
29064427,169727847,1
21597711,380928095,1
83052376,106552909,1
72724722,289669697,1
82816917,210387599,1
41657821,98982810,1
138000484,173751059,1
950795,355841966,1
67736383,289705066,1
90116353,154940593,1
41888827,52374645,1
130269564,230368394,1
66421472,121700539,1
95402018,385528424,1
80829800,345711668,1
29221987,6150419,1
29221987,155786550,1
83284013,158026595,1
83284013,157363833,1
86347757,299979612,1
4601466,178419246,1
103188393,245131454,1
103188393,4991664,1
40523696,315482333,1
54878837,18566920,1
84123477,356421528,1
120571369,137414193,1
98006050,22213003,1
72249339,173983045,1
72249339,136933503,1
63479831,199463005,1
29064427,155404014,1
82644746,393338210,1
16143276,234577518,1
30562839,344886421,1
90505829,99593433,1
53675738,92094789,1
75867540,105268001,1
40523696,18993624,1
40523696,46224541,1
90116353,120086661,1
627349,400499276,1
63643294,20663453,1
50373510,73116229,1
66421472,205879221,1
66421472,161651965,1
66421472,133423089,1
83284013,301360824,1
113136221,276277934,1
807799,15892077,1
63479831,389312102,1
125117551,158206664,1
11330956,79990024,1
122440572,298006895,1
29221987,7811057,1
22833522,241770253,1
45481107,66189388,1
136127632,21757099,1
80376775,354712639,1
103188393,239209265,1
103188393,340953891,1
57983419,292611320,1
87904187,187917430,1
29064427,67759977,1
40523696,320841935,1
91614178,151536651,1
21991923,51524208,1
66421472,133484413,1
29221987,15926574,1
29221987,345332150,1
110488779,89276813,1
57983419,292888702,1
72249339,213377184,1
41657821,245048765,1
53675738,71796857,1
107510453,290395510,1
107510453,132769310,1
136701385,103126192,1
40673183,77061542,1
83284013,60597056,1
80376775,283144337,1
29064427,66519601,1
29064427,122796802,1
29064427,14905935,1
61973656,78505540,1
133563346,379598447,1
112156434,287985606,1
75764489,25245674,1
66421472,284891611,1
43691003,294127257,1
43691003,395963165,1
37924356,185336096,1
51816656,194410401,1
51816656,23957041,1
47034811,397199102,1
29221987,351121786,1
29221987,382637829,1
91664009,115446026,1
97861587,195161076,1
20319214,140884804,1
91497151,164672822,1
130269564,138603940,1
48977926,33456032,1
41888827,224440785,1
107510453,171855721,1
83654474,142479238,1
52855989,152118023,1
57983419,178559822,1
53675738,101800123,1
2288846,280477307,1
40523696,117660830,1
807799,279828489,1
13940642,402468166,1
29064427,386463827,1
103188393,13261674,1
66421472,219616247,1
92518643,198157566,1
71884708,141047738,1
30562839,152011,1
60702375,306747604,1
83284013,277183167,1
100211830,82488240,1
23839921,320800199,1
87259124,186359403,1
72249339,3766269,1
41657821,231857417,1
123031780,364225400,1
66421472,202393688,1
66421472,18504581,1
53675738,218088021,1
53675738,7215647,1
140762201,270301327,1
29064427,70499233,1
90116353,77214967,1
98087646,126947910,1
107510453,293380289,1
111835408,287314108,1
29221987,206774761,1
75764489,339222460,1
121300305,203034770,1
136127632,223536991,1
112156434,298687557,1
112156434,400446403,1
72249339,15228420,1
72249339,90892203,1
72249339,361802743,1
83284013,153451509,1
77016033,393174338,1
140762201,399366042,1
29064427,111242914,1
107510453,11036001,1
107510453,62343358,1
30414317,344925330,1
38794391,81963667,1
53675738,81015659,1
53675738,277034940,1
122944530,164127655,1
123588102,172072556,1
95335060,245683618,1
66421472,250798083,1
66421472,75002747,1
66421472,59629567,1
121187853,66044171,1
110632475,82461677,1
1535406,53863601,1
107802336,344925330,1
21991923,282719981,1
91852772,232235095,1
29221987,381183763,1
29221987,333568446,1
36986111,384740748,1
29064427,220173532,1
29064427,84079012,1
138072562,375205620,1
55554272,105197267,1
23839921,235487994,1
72249339,129428150,1
72249339,354706107,1
28518682,31664322,1
15657391,184760784,1
136127632,323227684,1
53439550,267385116,1
66421472,232031199,1
627349,56898226,1
40523696,118036972,1
53675738,241741998,1
107510453,251298559,1
107510453,150773079,1
107510453,355471317,1
123588102,222107508,1
950795,34446947,1
37971336,390120138,1
1434429,97041394,1
30284767,297122733,1
3961781,246334935,1
13741474,312804839,1
107789990,150449837,1
69103074,312521883,1
627349,105132664,1
1064331,148850602,1
113795499,108400717,1
106783016,112029869,1
94376746,218589399,1
6257162,389208408,1
12732146,353027125,1
24839021,384665303,1
24839021,398819247,1
24839021,30756865,1
24839021,163169700,1
12781227,374484080,1
78922712,328741676,1
36723448,287449548,1
142181977,116916321,1
58949820,25976612,1
57866263,97465694,1
41839555,398836382,1
30872855,237322540,1
120182336,51362989,1
142024804,137891773,1
58206242,312126912,1
84488670,348564810,1
12592427,270156927,1
134309562,16243595,1
73758350,34465417,1
43923104,128766658,1
140635650,347009120,1
137634898,379291243,1
78964654,150848534,1
78964654,269398203,1
36867812,89287938,1
3727568,178443406,1
31969919,176709504,1
42850571,121841304,1
134383496,209594621,1
24839021,113788334,1
11940579,236286674,1
83367628,299640525,1
87088035,322154087,1
134309562,356059811,1
84001614,237443949,1
136482190,376155758,1
137082661,5091563,1
19163256,302369268,1
36723448,399101928,1
47795449,223427601,1
33787718,235562370,1
7953262,132256901,1
45481107,392499472,1
24839021,228058625,1
24839021,25233160,1
24839021,378290185,1
24839021,200610028,1
24839021,398765684,1
24839021,119661254,1
42422044,354203891,1
131039248,245065304,1
13925946,203009780,1
134309562,228068866,1
57815793,382502857,1
64182182,258572256,1
3961781,248878682,1
3961781,182926917,1
129957620,332105364,1
70428849,179075098,1
86927679,21364182,1
130269564,156140750,1
94376746,301789092,1
94376746,382324288,1
26330430,251440237,1
87088035,353013301,1
122440572,315665046,1
85989785,189014850,1
52331564,212564642,1
36867812,301943791,1
134309562,399578452,1
134309562,13630029,1
46526694,135211239,1
84488670,231165384,1
54790610,241460840,1
3961781,375666821,1
3961781,101835171,1
57198121,123629292,1
68656573,245773983,1
52331564,6877959,1
116780169,175340739,1
116780169,104215922,1
121013343,137891773,1
94376746,65169518,1
52625459,251291728,1
129377820,298080580,1
99251649,80793371,1
136538477,197136600,1
37872668,156177163,1
66625323,182572726,1
126814277,318913332,1
19526617,289754072,1
19526617,89608138,1
40260421,368182432,1
50177259,106400843,1
94779338,348887314,1
108944739,10648971,1
18187983,242427402,1
30872855,161403515,1
13741474,24419478,1
134309562,369554801,1
36312535,103407837,1
77053167,402486865,1
95321594,133028584,1
29515777,80043959,1
15350277,369032781,1
18737614,147667011,1
129856530,71771232,1
13741474,112838143,1
58765619,200609699,1
134383496,107340938,1
24839021,254254023,1
24839021,315081588,1
24839021,170498112,1
65178767,149760609,1
108675325,358614175,1
108675325,329358083,1
130269564,315994167,1
105864867,380162909,1
125117551,259763039,1
124359234,365084750,1
40329531,332357285,1
72874817,196632390,1
28951963,314214935,1
132145907,91996157,1
129957620,160944282,1
134309562,242242041,1
81215829,50690595,1
81215829,9756967,1
104497583,137891773,1
94376746,343762981,1
107789990,353195009,1
3979052,403463980,1
71679761,81980628,1
116187395,202923164,1
64966045,117450400,1
24839021,95926604,1
24839021,257505605,1
24839021,184325610,1
19526617,134894954,1
64501310,354432714,1
41839555,75936261,1
71884708,348698067,1
12373803,323348690,1
36312535,324373009,1
18292649,56462476,1
46380691,360130830,1
31969919,141548142,1
22846324,175459527,1
113637896,196469443,1
134309562,106603751,1
134309562,105968375,1
57071628,106512710,1
92297176,15910578,1
139786671,345701490,1
24839021,241722499,1
85671542,130299223,1
36312535,31366352,1
36312535,125841995,1
108675325,179307802,1
141741386,302924569,1
7192667,79449371,1
85901586,178389637,1
124706263,318074751,1
133135970,403980947,1
113795499,323744975,1
50498173,193293,1
8988329,169699429,1
65178767,141598512,1
123819670,361620214,1
108944739,209246173,1
108944739,125599630,1
97861587,258032042,1
93130238,378994384,1
134309562,75811893,1
36106937,43995792,1
92471565,348392533,1
10520785,55569568,1
16691538,31416373,1
3961781,205731759,1
12592427,173323034,1
12592427,43933468,1
94758835,82314194,1
134309562,63209680,1
117604582,385152051,1
36312535,249789752,1
68810875,25777702,1
108675325,118747729,1
129957620,80977335,1
118209579,94363390,1
31720916,297057837,1
15865242,329206214,1
14035158,268341896,1
50498173,401060222,1
26113145,375668127,1
134309562,336960474,1
134309562,330911117,1
134309562,355600085,1
101893207,14582138,1
3961781,353589640,1
94376746,21208125,1
35717987,74838308,1
90540437,147015052,1
19526617,151332809,1
51755975,393243500,1
113777396,345099112,1
15024343,275677634,1
41888827,211394067,1
106488619,294196576,1
52494029,37909964,1
135809294,299851899,1
38185963,6475993,1
78922712,367729329,1
31648252,373606082,1
96934202,142753471,1
37006225,270051181,1
42182525,335164334,1
74703764,360010027,1
119608608,243249846,1
35320346,8138362,1
88366771,293574890,1
96523839,182954957,1
122374396,125038673,1
16618693,108266819,1
58949820,267933634,1
13789551,227897657,1
52726145,185651374,1
130269564,251162841,1
135809294,357921741,1
135809294,231742242,1
71152040,195664364,1
94779338,207539870,1
116106398,374561443,1
56057350,127790001,1
37955794,39516096,1
74346830,337455220,1
20143607,28768762,1
136257384,269255728,1
90954039,296946382,1
71152040,1013122,1
116657066,208905255,1
116657066,250708493,1
13789551,87440317,1
73490341,345725116,1
50724712,219219956,1
138096801,288984496,1
7615259,149011030,1
1001707,22380360,1
133641782,319220543,1
84547687,391514965,1
132228155,257519036,1
74158682,2106027,1
129284687,316432872,1
65834424,302321834,1
101034881,287824233,1
96851252,353305040,1
57071628,359611188,1
99030368,33186532,1
92669887,11109858,1
27756102,18305490,1
135809294,271587203,1
37006225,192516404,1
6597815,355434012,1
13789551,127462106,1
79913871,372771881,1
116641691,252183238,1
71152040,271947042,1
52855989,291546024,1
125133592,323560471,1
24700520,197785868,1
135983226,149715755,1
26711371,207699604,1
42182525,384076141,1
119349038,24412382,1
120849054,154084903,1
46495539,356497535,1
126723042,177050523,1
7615259,27315790,1
96934202,37375519,1
61942084,212069639,1
28951963,244296338,1
13789551,274121096,1
13789551,214641344,1
13789551,127920383,1
92669887,348750631,1
92669887,343582681,1
92669887,328795747,1
122178945,317495130,1
129284687,322968860,1
136878893,179675531,1
28836058,234332135,1
13201221,252190881,1
18444881,59438540,1
41888827,590534,1
1790150,46432109,1
69492604,103136747,1
27527098,310218950,1
128143236,140817325,1
14971169,188533015,1
96934202,13246976,1
96934202,253546275,1
42182525,277568069,1
42182525,16069971,1
85393494,50827363,1
13789551,322692665,1
3913639,314017294,1
7668271,202863871,1
39779875,395877852,1
129467967,108448023,1
119621996,45965264,1
96934202,53483566,1
133031809,331531425,1
74346830,61151570,1
74703764,91279966,1
126627380,153774009,1
92323562,378485233,1
109277485,81674115,1
6634422,144710964,1
14971169,125823512,1
2289510,380146527,1
11114501,62603817,1
111201361,55825315,1
18187983,47701345,1
101357625,171449811,1
70072485,397725623,1
70423379,362579159,1
32531784,240684330,1
20143607,353805305,1
87161319,128133130,1
45674240,404477380,1
57441022,81552484,1
128379477,139602166,1
108675325,301635422,1
119608608,293627374,1
39779875,131348843,1
16618693,41388953,1
7615259,249977004,1
7615259,394045626,1
74703764,269995280,1
61334074,60382148,1
35661127,1655156,1
31662494,84172528,1
34895313,188078845,1
25386840,191877961,1
24700520,299768896,1
40222003,28496147,1
13789551,97432610,1
130269564,390966137,1
92289188,112158084,1
5800470,142889625,1
28836058,14136232,1
99903128,288764305,1
116641691,170101969,1
35320346,292082335,1
135676027,117459212,1
40222003,89031897,1
40222003,218944035,1
102229178,381408303,1
40523696,400472047,1
51755975,118812962,1
39779875,242131250,1
114407780,359924,1
141932210,337897351,1
85393494,350540456,1
65068308,214382942,1
74703764,95264914,1
1790150,47882706,1
129284687,205844758,1
74346830,12257605,1
61942084,304604227,1
39779875,331604504,1
42182525,344871932,1
96294796,282546171,1
135809294,232597109,1
135809294,170937625,1
10936405,185909960,1
96523839,9921173,1
111886329,266930256,1
25386840,24238004,1
1001707,143096608,1
89634823,319595650,1
89634823,304170605,1
13789551,58904280,1
13789551,374850355,1
11556908,62050890,1
126723042,36907870,1
61832555,89300225,1
101338835,122732500,1
91304394,220771605,1
78964654,254559485,1
139659858,207914954,1
116106398,136236661,1
133910532,304300210,1
96934202,354516927,1
41888827,264365107,1
44059108,292048517,1
52726145,365020471,1
92669887,193937921,1
63246489,276198100,1
46495539,215928182,1
46576158,297185864,1
52316204,35262996,1
99903128,184547276,1
45577644,134906761,1
1627203,10242987,1
1627203,119194218,1
1627203,161662763,1
111516163,196369323,1
38394899,154158593,1
133641782,294961790,1
104634409,100849190,1
71193336,109179442,1
7335217,314667152,1
93325108,282779722,1
49445501,222873883,1
84110753,4935383,1
80154957,349400082,1
18760411,2129225,1
8583317,197395042,1
135676027,73960695,1
59669265,88500410,1
99224658,262109164,1
99224658,66996633,1
99224658,141857024,1
93325108,35006597,1
93325108,306665890,1
141771287,334826187,1
30706543,306785651,1
112548883,55895172,1
2511629,49660831,1
19318050,163009105,1
1627203,11472725,1
1627203,393887308,1
80154957,375381796,1
35236069,216659748,1
56413410,226912460,1
115888024,329324349,1
74898137,18610877,1
133641782,53449461,1
25800428,378014031,1
18261127,37488911,1
18292649,346836251,1
41166322,189003602,1
49025624,381392638,1
16087833,101366420,1
75536562,81135687,1
93325108,175193760,1
84110753,257421736,1
84110753,165932985,1
1165338,165580144,1
99224658,341271501,1
120228731,11344708,1
139882643,387473781,1
77954067,5066223,1
135676027,161471668,1
16020417,370226369,1
48079720,101253081,1
117859770,189147027,1
113305289,312551292,1
113305289,384363175,1
113305289,62112497,1
50322291,11088430,1
1064331,161393819,1
2344622,167065439,1
41866258,222548377,1
81415350,120867885,1
139267543,207241214,1
133641782,172526916,1
133641782,369037565,1
86923777,178093126,1
85785429,106417068,1
111205371,87276811,1
69281815,24793522,1
17715311,175967514,1
84110753,271647831,1
84110753,151621456,1
81525436,395844621,1
81525436,394265984,1
81525436,110670292,1
139600267,99847553,1
41166322,244611561,1
121637618,331481924,1
111516163,398004532,1
125250972,331934836,1
93325108,155866957,1
83506787,347187907,1
108594053,260221341,1
18760411,249389350,1
5224199,197251660,1
111516163,31292606,1
93325108,173419821,1
139659858,147644734,1
131578590,137683318,1
79821777,216790856,1
72399721,330163669,1
74378353,404552751,1
46563819,272140632,1
132228155,36818739,1
128781332,32200119,1
89040341,276057527,1
119370179,207501461,1
99224658,162683268,1
106733895,169034732,1
133641782,123390903,1
135676027,120949334,1
118563040,169034451,1
13356118,59347688,1
110679472,198148262,1
90746875,226278610,1
65178767,232706746,1
64519524,364126054,1
118563040,190774827,1
113305289,398707925,1
16020417,184361323,1
135676027,42080684,1
8583317,399993687,1
134807912,147772377,1
80154957,259630292,1
19526617,317306781,1
5800470,171712059,1
84270583,240272480,1
93325108,316356599,1
73415930,87299682,1
83012026,225183270,1
19939755,284136689,1
74340565,337423383,1
34382986,312094328,1
37093659,106310603,1
43114655,24225581,1
81525436,155758082,1
72399721,338959982,1
38307670,120288145,1
71588286,123356619,1
63105422,194626706,1
99224658,197124219,1
139882643,281267433,1
84110753,369367387,1
102211261,343818519,1
72249339,230156126,1
118563040,387395039,1
49445501,181697714,1
106733895,132406740,1
106733895,61456086,1
84110753,211214175,1
84110753,139880122,1
5800470,2764168,1
10977473,28192401,1
121641264,18034801,1
66166247,117714372,1
50322291,181887807,1
79821777,37757530,1
124743824,101106960,1
